,WT_R1,WT_R2,WT_R3,WT_R4,A3_R1,A3_R2,A4_R1,A4_R2,DRelA_R1,DRelA_R2
PP_0671,9.49072279,9.683120265,9.642687399,9.445366325,9.674617053,9.581231393,10.69534542,10.76395064,10.14509213,10.10395907
PP_0672,5.646517528,5.807243523,5.853150036,5.687786514,5.813791205,5.901463955,4.49228604,4.643678251,5.677924794,5.718575082
PP_0673,6.996293825,7.080727118,7.479475623,7.40787269,6.740043066,6.568781668,6.546227496,6.634140232,9.543748395,9.6392893
PP_0674,8.302847089,8.544536575,8.300721021,8.053966932,8.800491946,8.613115839,9.285695335,9.315843061,9.159026142,9.037459708
PP_0675,6.913374469,7.171322722,6.820329183,6.83589232,6.164048854,6.199240273,6.979019924,6.951982839,7.018116369,7.901803983
PP_0676,4.24778911,4.709821421,4.403287874,4.675903741,5.5741108,5.86348091,5.096259313,5.123727007,2.719496851,2.431475037
PP_0677,4.135472226,4.628335269,5.056830954,5.087995434,5.107487112,5.139051836,3.859716705,4.277314689,1.846215539,2.71553812
PP_0678,5.979012243,6.083444258,5.82020429,5.709378893,7.344394308,7.222756838,6.525888455,6.577882386,5.024942971,5.109743608
PP_0679,13.03198326,13.22156373,13.52424859,14.06702877,12.70488468,13.30631565,10.9101851,11.088394,10.07519476,10.28805794
PP_0680,7.92643747,7.985984993,7.792524683,7.815911798,9.010426407,8.779789118,7.935610327,8.102671615,7.09487102,7.422131867
PP_0681,4.751853378,4.758909923,5.076211855,5.186024528,5.278043483,5.195376066,4.677193644,5.3121302,4.677887367,5.129548401
PP_0682,6.481731446,6.441987001,5.852666308,5.884235609,4.453704771,4.196892938,5.071281649,5.015794689,6.610488296,6.62409915
PP_0683,5.730412731,5.606157796,5.235624552,6.226635298,2.851764284,3.022293644,1.858115731,1.698296184,2.710427478,2.724270075
PP_0684,7.475395948,7.433544239,8.2670631,7.674572526,7.862726008,8.151252666,8.799064373,8.867995103,8.787369337,8.688523517
PP_0685,5.036310081,5.944152047,5.578777835,4.91841196,3.912975099,4.450527832,5.240673155,4.789508578,6.551447791,7.981898955
PP_0686,7.103608106,7.54933108,7.224186345,7.326606406,5.126246204,5.08289475,5.437154269,5.595393685,7.46833315,7.122291335
PP_0687,7.116089043,7.137126048,6.932433531,6.396732078,7.500872929,7.637775941,8.121871104,8.194101513,8.811598509,8.837455971
PP_0688,10.35696953,10.677537,10.37338695,9.7036684,10.17487291,10.38765023,11.09207665,11.02883243,10.8888786,10.58610922
PP_0689,9.62095787,9.740336663,10.4589844,10.2033019,8.999971664,9.385701657,9.914723235,9.587878947,11.55204171,11.06698986
PP_0690,7.120752556,7.430157827,7.237442508,6.62450473,7.311449937,7.297368399,7.708350018,7.762017814,8.048928013,7.646364944
PP_0691,6.460441013,6.362842684,6.282178307,6.14490181,7.2832171,7.374206448,7.354184334,7.522172528,6.085875382,6.598964638
PP_0692,5.66901407,5.808672398,5.831310211,5.897604505,7.813458637,7.845074476,7.90193837,7.81510093,6.194748215,6.650459651
PP_0693,6.304975071,6.544079187,6.312879343,5.748584247,7.552602551,7.38990988,7.984066285,8.091059932,7.226897343,6.806940816
PP_0694,5.216927568,5.458904579,5.29794111,4.892786533,6.841288316,6.652514633,7.359226613,7.274660162,6.217097779,5.954509229
PP_0695,6.045769891,6.275224763,5.958859231,5.604992656,7.464610821,7.264297773,7.983714996,7.915834587,7.442542916,7.039588747
PP_0696,5.470539758,5.817345221,5.204653279,5.465101588,7.139712744,7.167715538,7.344523846,7.479169834,5.906424512,6.03463699
PP_0697,5.320254322,5.664242493,6.106699247,6.242405579,3.94877902,4.630698539,4.340065849,3.945509162,6.075116028,6.0912001
PP_0698,3.405742624,3.728985082,3.079472026,2.93889459,3.690019996,3.356888781,3.527515039,3.399495952,3.013956451,3.484804389
PP_0699,1.202736315,2.20102668,2.370067988,2.186797942,2.132061451,2.684080613,4.103326772,4.572989394,3.007099846,4.602909705
PP_0700,3.311481035,3.397000958,3.101392855,3.268920933,2.566130388,2.87656194,2.280674364,2.384187114,3.193923371,5.334318618
PP_0701,4.753928961,4.728891994,4.64032824,4.905807453,3.973760962,3.74100947,3.995829989,4.122990813,4.54937005,4.875839041
PP_0702,0.758622949,0.711449343,1.412567891,1.865406156,2.607649655,1.817101334,3.282485842,3.334737077,2.665595819,1.615416735
PP_0703,2.85461904,2.849684051,1.086900369,2.652511352,1.82950895,1.740251563,3.042604578,2.94212201,2.633583778,2.905230902
PP_0704,2.785324178,3.865490861,3.148308999,3.480251154,0.741477823,2.333757981,3.372986861,2.881171379,1.998382499,3.358124737
PP_0705,5.744366074,5.595491646,5.400559505,5.89600063,6.527735178,6.529484286,5.804123583,5.941527624,3.682243533,4.476901942
PP_0706,4.842632737,4.806665412,4.371446567,4.718803141,4.58915461,4.361636964,3.47981928,3.614000709,3.888673261,4.093936929
PP_0707,5.094460983,5.211487996,5.002087356,4.976155803,5.558815681,5.345385615,5.564030669,5.755547039,5.525283452,5.636403753
PP_0708,2.124276947,1.731902713,1.8241588,1.650627896,3.574807158,3.285991346,1.872840226,2.523814396,1.449097399,1.751276256
PP_0709,1.649353455,1.075509036,0.361992418,1.736804906,1.960803421,1.141653497,0.475904498,1.117498671,0.868223579,1.134412636
PP_0710,0,0.55815021,0,0,0.917167255,0.439600922,0,0,0,0.594397261
PP_0711,8.576786659,8.491885789,8.042004738,8.620890938,5.355098068,6.008377109,3.676729545,3.883691149,3.387004818,4.29195186
PP_0712,8.561841095,8.653667504,8.071523145,8.799019629,7.796378706,7.951402109,6.285430241,6.241792168,5.134233464,5.919722084
PP_0713,5.276177413,5.271220014,4.815436335,5.70971829,5.149934978,5.007152683,3.312626086,3.516271198,2.796292073,3.641736902
PP_0714,5.346703336,5.092051118,5.06716883,6.127310842,4.550979997,4.852121946,3.351478872,3.606794271,3.008248837,4.037222929
PP_0715,4.120795273,3.95403521,4.022225322,5.178939671,4.50163553,4.362456445,2.471538182,2.881609967,2.346597868,3.130645923
PP_0716,3.893683602,3.635550924,4.256464871,4.780644156,4.991737833,4.66299086,3.406978009,3.10239705,3.008248837,3.570878944
PP_0717,3.167921028,3.324606993,3.845755275,3.996497357,4.220304642,4.068537116,2.687478177,3.382691128,3.607821784,3.166990242
PP_0718,4.7149888,4.453217292,4.338519783,5.041004197,5.01849617,5.144635688,3.753952649,3.826643767,3.102626276,3.381389614
PP_0719,7.399160532,7.711963888,7.691327326,7.419565517,7.3928621,7.469173503,7.949422841,7.958526396,8.403277277,8.292732902
PP_0720,6.183967216,6.306824069,5.782892393,5.684263248,6.883534888,6.735167244,7.485224371,7.536332186,7.88069123,7.44139801
PP_0721,10.24408031,10.75478772,10.80742962,10.3824972,9.521032982,9.604849935,10.41102583,10.43127479,11.04951056,10.81816724
PP_0722,8.982821746,9.374619955,8.53783416,8.324577191,8.477636221,8.643677803,9.760961565,9.78597514,10.65882584,10.33752012
PP_0723,8.361984337,8.476784548,7.650252451,7.219392777,8.105526679,7.927044913,8.488256909,8.301184805,10.97218838,11.11511619
PP_0724,4.508653485,4.50983158,5.166896528,5.067320973,6.574056149,6.560441305,6.511920711,6.251044721,5.130353742,4.966825851
PP_0725,7.00897379,7.105136735,6.462821477,6.478229463,7.298710397,7.059769172,7.400207626,7.388925862,6.618434258,6.647733282
PP_0726,5.283303177,5.344585299,5.419789464,5.249018742,4.204763969,4.174044233,2.898160478,2.466804832,4.30349516,4.079290561
PP_0727,4.272110532,4.362535029,4.306105908,4.256832,3.540959344,3.935226526,2.771232811,2.321031716,3.556918102,3.571863014
PP_0728,4.232998872,4.478545588,3.766831208,3.995672242,3.718334768,3.426742343,3.192182602,2.685963932,3.201584701,3.747101204
PP_0729,4.823365232,4.93524703,4.626595042,4.698814038,4.438985857,4.641217458,3.679226485,4.223044127,4.300776733,4.252607888
PP_0730,4.387144598,4.742133475,4.127413779,4.274233851,4.618455437,4.67974851,4.169061818,3.812242681,3.538983292,3.443107881
PP_0731,2.719715072,2.542541928,2.843062696,2.61424795,1.903757315,2.116425197,1.285048693,1.481322437,1.425512943,2.387421306
PP_0732,5.938136274,6.053498438,5.565484598,5.560778798,6.725665111,6.639017359,6.993952913,7.052920734,7.114294715,6.888990335
PP_0733,6.897375699,7.13316709,6.773512912,6.781709856,6.698550183,6.605393245,6.790672647,6.850367897,7.305187614,7.049726847
PP_0734,5.637157232,5.820153186,5.879804554,5.765534242,6.131289381,6.032388841,6.094432351,6.174344175,6.333921245,6.279329066
PP_0735,5.23463387,5.241936715,5.955920771,5.92711577,5.976081251,5.840539355,5.837387859,5.475321174,5.904953713,5.919215006
PP_0736,5.206689295,5.420914221,5.472416622,5.395330137,4.651262288,4.521360837,4.698255473,4.912439945,6.097021076,6.057833784
PP_0737,7.551454681,7.69604562,7.630564742,7.839962798,7.309709739,7.657444718,7.011578543,7.009896388,6.237561813,6.466080054
PP_0738,7.775525989,7.990408844,7.862806066,8.163750003,7.876367902,7.721934838,7.395607391,7.538990851,7.518079354,7.887527171
PP_0739,7.963251818,8.197354091,7.722386373,8.27984493,8.040061212,8.126075909,7.54411927,7.64786021,7.359606675,7.739707721
PP_0740,6.363614368,6.252347991,6.431026666,7.016795577,7.712640491,7.504311422,7.112353711,7.112484127,6.246822397,6.773646953
PP_0741,8.219701354,8.149512229,7.995500339,8.427032375,8.097395713,8.141082469,7.645689439,7.807908001,7.033000292,7.271636519
PP_0742,8.3931764,8.328324695,8.438697302,8.991989806,7.321173805,7.323400561,7.051513328,7.145771023,7.753193288,8.470462112
PP_0743,7.663577472,7.625794356,7.353999145,7.789917128,7.700456934,7.772182135,7.15615212,7.259258059,7.079034427,7.491113665
PP_0744,6.934357005,6.889592294,6.961524912,7.368534834,7.754693915,7.744453963,7.74472334,7.845186354,6.79230633,7.155630091
PP_0745,6.126382661,6.175632559,6.228705148,6.200665394,6.866626561,6.837202888,6.981253967,7.251639444,6.95379664,6.510250767
PP_0746,7.58269012,7.969440972,7.214207522,7.394235337,7.329505527,7.428592507,7.540228317,7.486360341,7.875007768,7.584497248
PP_0747,6.815111232,6.994896736,6.367338777,6.365214031,6.269074601,6.442336023,5.888446943,5.6460343,6.431788827,5.945435471
PP_0748,4.790415672,4.69409909,5.024278622,5.242633027,4.901408253,5.257031998,4.75129328,4.563135766,4.057436972,4.614832944
PP_0749,5.773083612,5.547938538,6.36058931,6.376305617,4.103563265,4.081954408,4.15194465,3.946175914,4.696907275,4.953576423
PP_0750,9.677937614,9.79674287,9.963958251,9.357986993,9.645137773,9.488130246,8.470113874,8.469668993,11.05261396,11.09133149
PP_0751,9.139867791,8.988016398,8.710876445,8.546078046,9.115303737,9.048615696,10.03328749,10.09975779,9.389143514,9.456992738
PP_0753,7.225047041,7.148622969,7.307674475,7.505936532,6.242022972,6.031519601,7.171331673,7.30648402,8.736372602,8.875823602
PP_0754,1.832657857,1.124457698,1.609529709,0,1.077102896,0,0.953840187,1.633899125,2.309843966,4.418232822
PP_0755,4.090655435,3.91046872,5.067571072,5.336104148,2.161455187,2.716205891,1.119788614,1.86139565,4.755842027,5.352956852
PP_0756,7.118438699,7.279625945,6.427587177,6.145712163,6.396192288,6.3684848,6.539798253,6.537443094,6.883049045,6.835667599
PP_0757,2.808056053,1.573087471,2.975935889,3.200482063,0,0,0,0,0,1.046862995
PP_0758,4.627682712,4.808494172,4.546447732,5.502559352,4.360807473,4.433074702,3.728967479,4.220480731,4.901213781,4.930054594
PP_0759,8.625639739,8.598170373,8.284272615,8.467133112,7.915214602,7.98623448,7.723069853,7.900829784,7.39724224,7.809213921
PP_0760,2.498905407,3.511117647,3.175639127,2.63894527,4.774969712,4.775232148,4.249269499,3.818444409,4.568525181,4.465415303
PP_0761,4.470518208,4.757172113,4.922378331,4.557206875,4.915460326,4.932086871,5.369015371,5.300362488,5.720442732,5.728732801
PP_0762,5.20903902,5.407618454,5.521471231,5.414294551,5.112161411,4.758678135,4.578871953,4.698501313,4.785835779,5.386049155
PP_0763,9.166183932,9.072322695,8.873819887,9.609030529,8.869743945,8.805662665,8.39044447,8.629876636,6.31689948,7.302414895
PP_0765,10.90471726,10.7576373,10.27350628,10.197379,10.89172382,10.86208622,8.297548063,8.380335764,7.290244629,7.754720198
PP_0766,10.82615913,10.67069468,10.30978448,10.40136882,11.35386678,11.28899666,8.691941581,8.788493077,7.110425872,7.539518638
PP_0767,5.66625164,5.43696647,5.735270784,5.950768349,5.989504098,5.850700251,5.121678986,5.347385619,4.983828124,5.467828839
PP_0768,8.497945392,8.367802644,8.090871814,8.023808881,8.834554485,8.786108268,5.438958119,5.484913031,8.419146807,8.256365723
PP_0769,7.432124581,7.252033669,7.204558267,7.001022564,7.350239169,7.208596972,4.092460105,4.386996519,7.669757021,7.420687332
PP_0770,5.584521711,6.058647814,5.271448862,5.393568541,3.295699,4.640372771,1.950146949,2.807564908,5.437853365,5.401606037
PP_0771,5.510157757,5.950963907,5.591686283,5.62314654,5.800705076,5.946334636,5.468546239,4.708941909,6.384347671,6.009055408
PP_0772,6.432989284,6.37106204,6.134405274,6.271064779,6.142300879,6.013588345,5.204237276,5.453057562,6.280119951,6.509502751
PP_0773,6.84800648,6.797657377,6.598397357,6.589323159,7.147219973,7.262923005,7.16515523,7.07771045,6.556045743,6.604579108
PP_0774,5.774533259,5.734811147,5.85209194,5.807441592,6.924483192,6.748834262,6.735765856,6.948337392,5.996989396,6.296137519
PP_0775,3.715207777,4.395730548,4.420786057,4.543376051,2.321719777,2.89034312,2.862145208,2.41455841,5.418651389,5.425191356
PP_0776,10.49723062,10.61376478,10.86255469,11.05073312,8.359284455,8.453274723,7.582006252,7.625582904,10.9304717,10.93490006
PP_0777,7.372292676,7.396845013,7.067306087,7.597187446,5.738550587,6.124730355,4.691792618,5.338047729,5.723451386,5.747391588
PP_0778,3.931841776,3.94582948,3.872532454,4.19054954,3.987514628,3.767637299,2.19146128,2.532817258,3.695205501,3.629030909
PP_0779,6.15278843,6.099647879,5.963602992,5.53918703,5.922746472,5.988260056,2.059669247,1.78786949,6.575888593,6.239738888
PP_0782,3.965908686,3.867300205,2.353213718,2.723087069,3.222925216,3.704238374,2.964265072,2.476353008,3.236467214,2.683082879
PP_0784,2.566256744,2.737540752,2.458180867,1.642207758,2.030847923,1.797091062,1.752339875,1.471314961,1.808142297,1.838503618
PP_0785,5.432332999,5.58678609,5.321810706,5.648717774,6.562292467,6.684935949,6.888938162,6.939678441,5.885785173,6.020160368
PP_0786,8.18475418,8.390299731,7.903678224,7.594682899,7.691764585,7.646682733,8.157937881,8.341094236,8.645226869,8.594952475
PP_0787,7.114226799,7.018351132,7.021579676,6.98765568,7.003370318,7.350733603,6.962299745,6.853479544,7.253504404,7.347167283
PP_0788,3.148395953,3.07654008,3.058236287,3.395076414,4.986498978,4.664693183,7.308351739,7.475853261,6.258047961,6.181589718
PP_0789,6.191516394,6.301410314,6.041854027,5.998037657,5.998587489,5.712690861,5.659998066,5.768932016,5.615456109,5.571000422
PP_0790,5.196161082,5.546313197,5.27863781,5.563692648,6.556185256,6.37558118,6.222543089,6.158448943,5.513286714,5.479210983
PP_0791,5.188084876,4.642577201,5.263640376,5.119251649,5.678906854,5.348541553,4.765528176,4.975707874,5.089323273,4.988583687
PP_0792,5.953396425,5.52990101,5.212075365,5.308719209,5.933122076,5.612314499,5.500567377,5.581558644,4.945990653,5.017557874
PP_0793,5.229813175,5.014477752,5.258279844,5.118596892,6.44276909,6.340526077,5.945575609,6.083724823,5.280807235,5.471708406
PP_0794,5.353425976,5.066202952,4.822268995,4.887389919,5.618632634,5.48814539,5.17917759,5.282686527,5.339573032,5.41961241
PP_0795,5.304907065,5.115957657,5.173965751,5.098277612,6.999726861,6.923118747,5.993838937,6.292632847,5.218418936,5.469939096
PP_0796,3.894663514,4.422991965,4.112189388,3.627556386,5.767843645,6.16686976,5.129160641,4.971584669,5.980977175,5.963264507
PP_0797,4.088143049,4.6770138,4.232959017,4.83336231,3.067627099,3.946518598,4.798829346,4.592338493,2.976420745,3.12731894
PP_0798,3.656385525,4.205936181,4.018523587,3.79791485,4.242378336,4.422551506,4.130287031,4.432512433,5.410057618,5.379130232
PP_0799,5.2331566,5.559955509,5.266390868,5.204616835,5.498274697,5.451040532,5.43126017,5.466079874,5.197832557,5.148450969
PP_0800,4.963638437,5.004953223,4.683538532,5.318162168,5.415931626,5.379910501,4.694571403,5.095158034,5.199233862,5.197405327
PP_0801,4.493146767,4.620816034,4.38068748,5.2764508,5.076343408,5.295361589,4.081456426,4.265316032,4.89227615,4.726602058
PP_0802,6.536786612,6.55876965,5.94434324,6.01981456,6.172546888,6.244536174,2.19555247,2.722978859,5.753298102,5.804014991
PP_0803,7.715569233,7.968586307,7.280639323,8.274010186,6.225119201,6.418828473,4.508533849,4.88250856,3.786269361,4.154489179
PP_0804,7.58809434,7.771854055,7.592802617,8.559567255,6.255425228,6.416261809,4.711854655,4.848622472,4.224907049,4.491630078
PP_0805,7.567610954,7.734238794,7.295913289,8.089420731,6.472613092,6.63391849,4.976882684,4.971366112,4.394489467,4.626760932
PP_0806,10.34851573,10.49828401,9.737831368,10.55021549,8.262202149,8.58314571,5.034985884,5.376625808,4.717373955,5.237801071
PP_0807,5.329811952,5.287416757,5.251466731,4.79861266,4.596186893,4.204222748,5.634061247,5.430227822,5.783317116,5.70897245
PP_0808,5.199474382,5.013694202,5.83415641,5.466489267,5.165259792,4.897309454,5.538676818,5.608777165,3.996555973,4.909653987
PP_0809,4.661581678,4.725243578,4.827173756,5.094819359,4.121925989,3.957149758,3.745535522,4.010840483,4.976633105,5.102468648
PP_0812,9.473451809,9.648672529,9.090902148,8.799128198,9.636491117,9.681078662,11.17676964,11.12199075,10.36749718,10.22454963
PP_0813,9.595418919,9.645116035,9.417688091,9.039352464,8.791266004,8.621417184,10.16848155,10.35268598,10.49680882,10.52649104
PP_0814,8.066752739,8.132180383,8.330433793,7.863056173,7.162704098,7.15946639,8.478565264,8.553330065,9.478054191,9.309359228
PP_0815,7.614333079,8.136319251,8.121460779,7.758787144,6.926498079,6.889965106,8.282675694,8.231845186,9.041139587,8.967410513
PP_0816,8.690124455,8.958702858,8.879516213,8.603596913,7.074972925,6.957735422,8.18481955,8.301542354,9.445270047,9.675387031
PP_0817,8.136787449,8.123160159,7.916336039,7.670748046,6.868346853,6.716667321,7.28321676,7.544808101,7.850940613,7.80675846
PP_0818,4.423274021,4.746757432,4.332576082,4.634826993,3.876916546,3.924825517,3.751600671,3.706216002,4.449580525,4.326940932
PP_0819,4.036751027,4.153073049,3.842264426,3.755565216,3.388687513,3.428689118,2.573280617,2.144126918,3.413340355,3.438021013
PP_0820,6.191770175,6.783795356,6.636585987,6.809589929,5.604294665,5.806702062,5.93580965,6.058436276,6.91954477,6.963968759
PP_0821,4.629069888,4.02168278,5.119721677,5.442853372,4.806317519,4.644034971,3.631083128,4.215567881,4.251181716,4.654935525
PP_0822,4.8032988,5.253198421,4.709849917,4.813116531,7.01820188,7.005990302,7.10198832,7.201430172,5.278484332,5.586864648
PP_0823,5.939542462,6.228572943,5.948174004,6.027281518,5.731683145,5.634282135,5.844930992,5.988518478,6.111990241,6.350928086
